text,label
Someone created a website specifically to defame me with fake stories and accusations.,Others
Invested ₹75000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
My email account was hacked. The hacker sent emails to my contacts asking for money. They also changed my recovery options.,Hacking & Unauthorized Access
Received ransomware through a fake software update. All my important documents are locked and they want ₹50000.,Ransomware & Malware
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
Website was selling products at 70% discount. I ordered items worth ₹0 but received cheap duplicate products.,E-Commerce & Job Fraud
A fake Twitter account in my name is posting controversial content. People think it's me and I'm facing backlash.,Social Media Crimes
Someone posed as a financial advisor and convinced me to invest ₹75000 in fake stocks. The trading platform turned out to be fake.,Financial Fraud
Purchased concert tickets for ₹0 from a reseller online. Received fake tickets that didn't work at the venue.,E-Commerce & Job Fraud
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Someone is sending threatening messages demanding ₹0 or they will leak my private information online.,Online Harassment & Threats
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹15000 as processing fee but never got the loan.,Financial Fraud
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Invested ₹10000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Received credit card from Canara Bank which I never applied for. Someone used my identity to get the card and spent ₹25000.,Financial Fraud
Found multiple fake Instagram accounts using my identity. They're scamming people by selling products in my name.,Social Media Crimes
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Paid ₹30000 for study material that was promised to be comprehensive. Received photocopied pages from old books.,E-Commerce & Job Fraud
My credit card details were stolen from an unsecured website. Fraudulent transactions of ₹15000 were made within hours.,Financial Fraud
Purchased mobile phone for ₹0 from a fake shopping website. The site disappeared after taking payment.,E-Commerce & Job Fraud
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
My software code was copied and sold by another developer. This is copyright infringement.,Others
Receiving messages with threat to rape and murder. The sender knows my workplace and where my children study.,Online Harassment & Threats
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹20000 using my documents.,Hacking & Unauthorized Access
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
Someone hacked my Facebook account and posted inappropriate content. They also messaged my friends asking for financial help.,Hacking & Unauthorized Access
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
A stranger obtained my phone number and address somehow. Now calling repeatedly and sending gifts to my home despite warnings.,Online Harassment & Threats
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
Got a call from someone pretending to be from IndusInd Bank customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Financial Fraud
Paid ₹100000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
Purchased concert tickets for ₹0 from a reseller online. Received fake tickets that didn't work at the venue.,E-Commerce & Job Fraud
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
Someone cloned my credit card and made purchases worth ₹20000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Invested ₹25000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Got addicted to online gambling apps. Lost ₹25000 in total. These apps should be banned.,Others
Someone used my Aadhaar card details to get a SIM card and loan. Now I'm receiving collection calls for a ₹75000 loan I never took.,Hacking & Unauthorized Access
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
Paid ₹10000 for study material that was promised to be comprehensive. Received photocopied pages from old books.,E-Commerce & Job Fraud
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
Invested ₹25000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
Fake videos with my face using deepfake technology are being shared. It shows me saying things I never said.,Social Media Crimes
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
Joined a skill development course after paying ₹5000. Course content was copied from free YouTube videos.,E-Commerce & Job Fraud
Someone posed as a financial advisor and convinced me to invest ₹25000 in fake stocks. The trading platform turned out to be fake.,Financial Fraud
False allegations of fraud are being posted about my company on social media. This is destroying years of goodwill.,Others
Got addicted to online gambling apps. Lost ₹10000 in total. These apps should be banned.,Others
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹30000 but they blocked me after taking the money.,Financial Fraud
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
A person I met online has my intimate photos. Threatening to post them on social media unless I pay ₹0.,Online Harassment & Threats
Registered for an online degree program for ₹150000. Later found out the university doesn't exist and degree has no value.,E-Commerce & Job Fraud
Discovered my identity was stolen when I tried to apply for a loan. Someone already took a loan of ₹25000 using my documents.,Hacking & Unauthorized Access
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Someone created a website specifically to defame me with fake stories and accusations.,Others
Someone stole my photography and is selling prints online claiming it as their own work.,Others
A person I met online has my intimate photos. Threatening to post them on social media unless I pay ₹0.,Online Harassment & Threats
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Discovered a complex cyber fraud scheme involving multiple people and platforms.,Others
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹75000 but they blocked me after taking the money.,Financial Fraud
Multiple types of cybercrimes are happening simultaneously. Complicated situation requiring immediate attention.,Others
Paid ₹20000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
I was selling my watch online. The buyer sent a fake UPI screenshot showing payment of ₹25000. I shipped the item but never received the money.,Financial Fraud
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Joined a skill development course after paying ₹5000. Course content was copied from free YouTube videos.,E-Commerce & Job Fraud
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Someone cloned my credit card and made purchases worth ₹30000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
A fake crypto exchange website stole ₹45000 worth of my digital assets when I tried to trade.,Financial Fraud
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
My YouTube videos are being re-uploaded by others without credit. They're monetizing my original content.,Others
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Someone created a fake profile using my name and photos on Facebook. They're posting inappropriate content damaging my reputation.,Social Media Crimes
I am being constantly harassed on social media by someone posting hateful comments and messages targeting me.,Online Harassment & Threats
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
A fake account impersonating me is messaging my friends and family asking for money transfers.,Social Media Crimes
False allegations of fraud are being posted about my company on social media. This is destroying years of goodwill.,Others
Defamatory posts about my professional competence are affecting my career. All allegations are false.,Others
Morphed images of me with fake captions are going viral on social media. Getting threats and abuse from strangers.,Social Media Crimes
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Someone stole my photography and is selling prints online claiming it as their own work.,Others
Got addicted to online gambling apps. Lost ₹15000 in total. These apps should be banned.,Others
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
My Twitter account was hacked and used to promote cryptocurrency scams. My reputation has been damaged.,Hacking & Unauthorized Access
My computer was infected with ransomware. All files are encrypted and hackers demand ₹75000 in Bitcoin to decrypt them.,Ransomware & Malware
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
Found charges of ₹10000 on my PNB credit card statement for subscriptions I never signed up for.,Financial Fraud
Found out someone created a fake profile using my photos and personal details on social media. They're scamming people in my name.,Hacking & Unauthorized Access
Got addicted to online gambling apps. Lost ₹75000 in total. These apps should be banned.,Others
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
Joined a crypto mining scheme that required an initial investment of ₹200000. It turned out to be a Ponzi scheme.,Financial Fraud
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Joined a crypto mining scheme that required an initial investment of ₹200000. It turned out to be a Ponzi scheme.,Financial Fraud
Transferred ₹50000 worth of Bitcoin to a wallet address for an investment opportunity. The person disappeared after receiving payment.,Financial Fraud
Received notification that my data was compromised in a data breach at Netflix. My card details and personal information were leaked.,Hacking & Unauthorized Access
Someone created a website specifically to defame me with fake stories and accusations.,Others
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
My original content is being used by multiple websites without permission. They're earning revenue from my work.,Others
Someone cloned my credit card and made purchases worth ₹45000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Received email about a government subsidy scheme. Had to pay ₹45000 as registration fee. It was a scam and I lost my money.,Financial Fraud
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
A fake Twitter account in my name is posting controversial content. People think it's me and I'm facing backlash.,Social Media Crimes
Someone stole my photography and is selling prints online claiming it as their own work.,Others
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
I received a message claiming to be from HDFC Bank asking me to update my KYC details urgently. I clicked the link and entered my card details. Now ₹0 has been debited from my account.,Financial Fraud
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Someone cloned my credit card and made purchases worth ₹25000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹75000 were made through that account.,Hacking & Unauthorized Access
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Anonymous person threatening to upload morphed obscene images of me unless I pay ₹0 immediately.,Online Harassment & Threats
Someone cloned my credit card and made purchases worth ₹45000. I discovered this when I received OTP messages for transactions I didn't do.,Financial Fraud
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
Someone is sharing child pornography in a WhatsApp group I was added to without my knowledge. Need to report this immediately.,Social Media Crimes
Ordered items worth ₹0 on an online marketplace. Seller marked as shipped but I never received anything.,E-Commerce & Job Fraud
Joined an online casino through a WhatsApp group. Deposited ₹45000 but cannot withdraw my winnings now.,Others
"A WhatsApp message claimed I won a lottery from Kotak Mahindra. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
Participated in online cricket betting and lost ₹15000. The app is operating illegally in India.,Others
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Invested ₹100000 in a cryptocurrency trading platform that promised high returns. Cannot withdraw my funds now and the website is not responding.,Financial Fraud
Found charges of ₹45000 on my IndusInd Bank credit card statement for subscriptions I never signed up for.,Financial Fraud
Being cyber-stalked by an ex who created fake profiles to follow me and my friends. They're collecting information about my daily routine.,Online Harassment & Threats
Someone is sending me abusive messages daily on WhatsApp and other platforms. They threatened to harm me physically.,Online Harassment & Threats
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
"Someone created a fake website looking exactly like IndusInd Bank portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
Someone hacked my Paytm account and made unauthorized UPI transactions totaling ₹200000 to unknown numbers.,Financial Fraud
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
"Someone created a fake website looking exactly like HDFC Bank portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Someone contacted me on social media claiming to be a crypto expert. I paid ₹75000 for their trading signals course but it was fake.,Financial Fraud
"A WhatsApp message claimed I won a lottery from IndusInd Bank. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
Someone used my Aadhaar card details to get a SIM card and loan. Now I'm receiving collection calls for a ₹45000 loan I never took.,Hacking & Unauthorized Access
My food delivery app account was accessed by unauthorized person who ordered food worth ₹0 using my saved cards.,Hacking & Unauthorized Access
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹75000 were made through that account.,Hacking & Unauthorized Access
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
False allegations of fraud are being posted about my company on social media. This is destroying years of goodwill.,Others
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
Someone installed spyware on my device remotely. They're monitoring all my activities including passwords and bank details.,Ransomware & Malware
Morphed images of me with fake captions are going viral on social media. Getting threats and abuse from strangers.,Social Media Crimes
Someone is streaming live matches illegally and selling subscriptions. This is copyright violation.,Social Media Crimes
Someone is creating and sharing fake news articles with my name mentioned. It's affecting my business and personal life.,Social Media Crimes
"Got a call about a high-paying job. They asked for ₹0 as security deposit. After paying, they stopped responding.",E-Commerce & Job Fraud
Got addicted to online gambling apps. Lost ₹25000 in total. These apps should be banned.,Others
Someone is running illegal lottery schemes through Telegram groups. Many people including me lost money (₹50000).,Others
Witnessing organized cybercrime activities that need investigation by specialized cyber cell.,Others
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Received a fake job offer from a reputed company via email. Paid ₹0 as registration fee but it was a scam.,E-Commerce & Job Fraud
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹45000. I never made these purchases.,Financial Fraud
Paid advance ₹0 for a rented apartment found on OLX. The person disappeared with the money and the property doesn't exist.,E-Commerce & Job Fraud
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
Paid ₹0 to an Instagram seller for a product. They blocked me after receiving payment and never sent the item.,E-Commerce & Job Fraud
Enrolled in an online course for ₹10000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Found evidence of cybercrime network operating across multiple states. This needs higher authority intervention.,Others
Someone gained access to my online shopping account and ordered products worth ₹0 to a different address.,Hacking & Unauthorized Access
Someone created a website specifically to defame me with fake stories and accusations.,Others
Gaming account was hacked and all my in-game purchases worth ₹0 were stolen or transferred.,Hacking & Unauthorized Access
Registered for an online degree program for ₹15000. Later found out the university doesn't exist and degree has no value.,E-Commerce & Job Fraud
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
Ordered electronics worth ₹0 from a website that looked legitimate. Received a brick instead of the product.,E-Commerce & Job Fraud
Receiving death threats via email and WhatsApp from unknown numbers. They have my personal photos and threatening to harm my family.,Online Harassment & Threats
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Facing cybercrime that doesn't fit standard categories. Need help to report this unusual case.,Others
A person contacted me on WhatsApp offering personal loans at low interest. Paid ₹100000 as processing fee but never got the loan.,Financial Fraud
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
Someone posed as a financial advisor and convinced me to invest ₹45000 in fake stocks. The trading platform turned out to be fake.,Financial Fraud
Someone hacked my Amazon Pay account and made unauthorized UPI transactions totaling ₹50000 to unknown numbers.,Financial Fraud
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹75000.,Ransomware & Malware
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
Gaming account was hacked and all my in-game purchases worth ₹0 were stolen or transferred.,Hacking & Unauthorized Access
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹20000 but they blocked me after taking the money.,Financial Fraud
My computer was infected with ransomware. All files are encrypted and hackers demand ₹75000 in Bitcoin to decrypt them.,Ransomware & Malware
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
A fake Twitter account in my name is posting controversial content. People think it's me and I'm facing backlash.,Social Media Crimes
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
Paid ₹0 for branded shoes on a fake e-commerce site. Never received the product and the site is now closed.,E-Commerce & Job Fraud
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Invested ₹5000 in a fake cryptocurrency scheme promising 300% returns. The website disappeared after collecting money from investors.,Financial Fraud
Joined an online casino through a WhatsApp group. Deposited ₹50000 but cannot withdraw my winnings now.,Others
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Downloaded a PDF file from email that installed a keylogger on my system. Someone accessed my banking credentials.,Ransomware & Malware
"Someone created a fake website looking exactly like SBI portal. I entered my login credentials and OTP. Within minutes, ₹0 was transferred from my account.",Financial Fraud
My PAN card was misused to open a bank account. Fraudulent transactions worth ₹75000 were made through that account.,Hacking & Unauthorized Access
False allegations about my professional conduct are being posted on multiple platforms. Losing clients because of these lies.,Social Media Crimes
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Being blackmailed with morphed obscene photos. The blackmailer wants ₹0 and threatening to send photos to my contacts.,Online Harassment & Threats
"A person sent me a QR code saying scan to receive money. After scanning, ₹5000 was deducted instead of credited.",Financial Fraud
Joined an investment group on Telegram. They claimed guaranteed returns. I invested ₹150000 but they blocked me after taking the money.,Financial Fraud
My computer was infected with ransomware. All files are encrypted and hackers demand ₹45000 in Bitcoin to decrypt them.,Ransomware & Malware
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Defamatory posts about my professional competence are affecting my career. All allegations are false.,Others
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
Installed a game that contained malware. Now my device is running extremely slow and showing unwanted ads.,Ransomware & Malware
Paid ₹20000 for an entrance exam coaching that guaranteed admission. Institute shut down after collecting fees from students.,E-Commerce & Job Fraud
"My ex-partner installed spyware on my phone. They're tracking my location, reading messages, and listening to calls.",Ransomware & Malware
Received credit card from PNB which I never applied for. Someone used my identity to get the card and spent ₹10000.,Financial Fraud
My computer was infected with ransomware. All files are encrypted and hackers demand ₹75000 in Bitcoin to decrypt them.,Ransomware & Malware
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Found my credit card details being sold on dark web after a data breach at an e-commerce website.,Hacking & Unauthorized Access
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
My credit card was used for unauthorized transactions at various online shopping sites. Total loss: ₹150000. I never made these purchases.,Financial Fraud
Purchased mobile phone for ₹0 from a fake shopping website. The site disappeared after taking payment.,E-Commerce & Job Fraud
My PhonePe account was taken over by someone. They changed all security settings and made purchases worth ₹0.,Hacking & Unauthorized Access
Someone posed as HR from a multinational company and offered me a work-from-home job. Paid ₹0 for training but they disappeared.,E-Commerce & Job Fraud
My driving license was used by someone else to commit fraud. I received a legal notice for something I didn't do.,Hacking & Unauthorized Access
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Receiving threatening DMs on multiple platforms from anonymous accounts telling me to quit my job or face consequences.,Online Harassment & Threats
I was selling my furniture online. The buyer sent a fake UPI screenshot showing payment of ₹45000. I shipped the item but never received the money.,Financial Fraud
Bought a used laptop for ₹0 on a classified website. Seller took the money and stopped responding.,E-Commerce & Job Fraud
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Applied for a job online and was asked to pay ₹0 for background verification. It turned out to be fake.,E-Commerce & Job Fraud
Discovered a group sharing pirated movies and software illegally. My copyrighted content is also being distributed there.,Social Media Crimes
My photos were morphed with obscene content and shared on adult websites. This is destroying my personal life.,Social Media Crimes
"A WhatsApp message claimed I won a lottery from HDFC Bank. To claim the prize, I had to pay processing fees. I paid ₹0 but received nothing.",Financial Fraud
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
My mobile banking app account was compromised. The hacker transferred ₹0 to multiple accounts before I could block it.,Hacking & Unauthorized Access
"A person sent me a QR code saying scan to receive money. After scanning, ₹45000 was deducted instead of credited.",Financial Fraud
Ordered designer clothes worth ₹0. Received used and damaged items completely different from what was advertised.,E-Commerce & Job Fraud
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
My Instagram account was taken over by a hacker. They changed the password and email. Now demanding ₹0 to return access.,Hacking & Unauthorized Access
Someone gifted me a phone which had pre-installed spyware. They were accessing my camera and microphone remotely.,Ransomware & Malware
Discovered keylogger software on my office computer. Someone was recording all my keystrokes including sensitive information.,Ransomware & Malware
Found a dark web forum sharing stolen credit card details and personal information of thousands of people.,Social Media Crimes
My personal information including phone number and email was leaked online after a company database was hacked.,Hacking & Unauthorized Access
My phone is infected with a trojan. It's sending SMS to premium numbers and making unauthorized calls costing ₹0.,Ransomware & Malware
Mobile got infected after installing a fake app. The virus is stealing my contacts and personal information.,Ransomware & Malware
Website was selling products at 70% discount. I ordered items worth ₹0 but received cheap duplicate products.,E-Commerce & Job Fraud
Clicked on an email attachment and my laptop got infected. Now cannot access any files and getting ransom demand of ₹25000.,Ransomware & Malware
Participated in online cricket betting and lost ₹75000. The app is operating illegally in India.,Others
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Someone hacked into my phone and is monitoring my calls and messages. They know my conversations and are blackmailing me.,Online Harassment & Threats
Discovered a complex cyber fraud scheme involving multiple people and platforms.,Others
Someone is continuously tracking my location and movements using my social media posts. They know where I go and send threatening messages.,Online Harassment & Threats
My face was superimposed on inappropriate images and sent to my colleagues. Facing harassment at workplace because of this.,Social Media Crimes
Morphed images of me with fake captions are going viral on social media. Getting threats and abuse from strangers.,Social Media Crimes
Received offer letter from a fake recruitment agency. Paid ₹0 for processing but never got any job.,E-Commerce & Job Fraud
Discovered my book is being distributed as PDF on multiple file-sharing sites without my authorization.,Others
Someone created deepfake videos of me and posted them online. The videos show me in compromising situations that never happened.,Social Media Crimes
A person is selling leaked exam papers and answer keys online. This is affecting the education system.,Social Media Crimes
Got a call from someone pretending to be from PNB customer care. They asked for my CVV and OTP. I gave it and lost ₹0.,Financial Fraud
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
A fake Twitter account in my name is posting controversial content. People think it's me and I'm facing backlash.,Social Media Crimes
Customer data including mine was exposed when Samsung servers were hacked. Receiving spam and fraud calls ever since.,Hacking & Unauthorized Access
Someone hacked my phone and got access to my private photos. Now extorting ₹0 saying they'll make them viral.,Online Harassment & Threats
"Someone created a fake LinkedIn profile with my details and is approaching companies for jobs, damaging my professional reputation.",Social Media Crimes
Found spyware app hidden on my device. It was sending my WhatsApp chats and photos to an unknown email address.,Ransomware & Malware
My computer was infected with ransomware. All files are encrypted and hackers demand ₹150000 in Bitcoin to decrypt them.,Ransomware & Malware
Enrolled in an online course for ₹10000 that promised certification from a reputed university. Course was fake and worthless.,E-Commerce & Job Fraud
Hacker accessed my Gmail account and used it to reset passwords for my bank accounts. They attempted transactions worth ₹0.,Hacking & Unauthorized Access
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
My medical records were leaked in a hospital data breach. Sensitive health information is now public.,Hacking & Unauthorized Access
False and defamatory statements about my business are posted on review sites. This is causing financial losses.,Others
Being cyberbullied by classmates who created a hate page about me on Instagram with fake stories and morphed photos.,Online Harassment & Threats
"A person I rejected is stalking me online, commenting on every post, and sending unwanted messages despite being blocked multiple times.",Online Harassment & Threats
My computer was infected with ransomware. All files are encrypted and hackers demand ₹20000 in Bitcoin to decrypt them.,Ransomware & Malware
